numero,cultivar,especie,condicion_genetica,nombre_cientifico,grupo,inscripcion_rnc,inscripcion_rnpc,validez_rnpc,pais,caracteristicas,evento_transgenico,evento_transgenico_caracteristica,solicitante_rnc,representante_rnc,solicitante_rnpc,representante_rnpc
7138,ROCIO INTA,AVENA AMARILLA,,Avena byzantina K. Koch,CE,2001-08-13,,,ARG,,,,INST. NAC. TEC. AGROPECUARIA,RAGONESE MARIA ELENA,,
7139,AURORA INTA,AVENA AMARILLA,,Avena byzantina K. Koch,CE,2001-05-10,,,ARG,,,,INST. NAC. TEC. AGROPECUARIA,RAGONESE MARIA ELENA,,
7140,EL CANO,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2000-11-02,,,UN3,,,,SEMILLAS SEMINIS SUDAMERICA,LANGBEHN SEBASTIAN,,
7141,C-2204,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2000-11-02,,,UN3,,,,SEMILLAS EMILIO S.R.L.,KRAMAROVSKY EMILIO,,
7142,TOSCANO,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2000-11-02,,,UN3,,,,SEMILLAS SEMINIS SUDAMERICA,LANGBEHN SEBASTIAN,,
7143,RAFTER,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2000-11-02,,,UN3,,,,SEMILLAS SEMINIS SUDAMERICA,LANGBEHN SEBASTIAN,,
7144,FLORIDA 47,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2000-11-02,,,UN3,,,,SEMILLAS SEMINIS SUDAMERICA,LANGBEHN SEBASTIAN,,
7145,ANGEL,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2000-11-02,,,UN3,,,,SEMILLAS SEMINIS SUDAMERICA,LANGBEHN SEBASTIAN,,
7146,MAJORERO,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2000-11-02,,,UN3,,,,SEMILLAS SEMINIS SUDAMERICA,LANGBEHN SEBASTIAN,,
7147,BRIAN,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2000-11-02,,,UN3,,,,SEMILLAS SEMINIS SUDAMERICA,LANGBEHN SEBASTIAN,,
7148,GRANITIO,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2000-11-02,,,UN3,,,,SEMILLAS SEMINIS SUDAMERICA,LANGBEHN SEBASTIAN,,
7149,SUPERPUMA,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2000-11-02,,,UN3,,,,SEMILLAS SEMINIS SUDAMERICA,LANGBEHN SEBASTIAN,,
7150,ACA 727,SORGO,FORRAJERO HIBRIDOS,Sorghum spp,FO,2000-11-02,,,ARG,,,,CRIADERO DE SEMILLAS HIB. ACA,,,
7152,PICHE,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2001-05-10,,,ARG,,,,SOUTH SEED S.A.,PAIVA MARCELO,,
7154,RENE,MAIZ,VARIEDADES,Zea mays L.,CE,2000-11-02,,,ARG,,,,INTERSEM S.A,FONS OSCAR F.,,
7155,CHIEFTAIN,PAPA,VARIEDAD,Solanum tuberosum L.,HT,2000-11-02,,,UN3,,,,,,,
7156,ABUNDANT,RAIGRAS ANUAL,,Lolium multiflorum Lam.,FO,2000-11-02,,,UN3,,,,JENK SEEDS CONNECTION,JOSE PICASSO S.A.,,
7157,LISANDRO,MAIZ,VARIEDADES,Zea mays L.,CE,2000-11-02,,,ARG,,,,INTERSEM S.A,FONS OSCAR F.,,
7158,DESIREE,PAPA,VARIEDAD,Solanum tuberosum L.,HT,2000-11-02,,,NET,,,,,,,
7162,AGROBEL 962,GIRASOL,HIBRIDO DE TRES LINEAS,Helianthus annuus L.,OL,2001-05-10,,,ARG,,,,AGRO BAYER S.R.L.,LOPEZ MONDO EDUARDO,,
7163,BELGADO,CEBADILLA CRIOLLA,,Bromus catharticus Vahl.,FO,2001-11-29,,,FRA,,,,SOCIETE RAGT,"CULLEN, TOMAS RAFAEL MARIA",,
7164,CALPROSE AZABACHE,AVENA STRIGOSA,,Avena strigosa Schreb.,FO,2002-09-19,,,URU,,,,CALPROSE,"CULLEN, TOMAS RAFAEL MARIA",,
7165,DK52 ARG,SORGO,GRANIFERO HIBRIDO,Sorghum bicolor,CE,2001-05-28,,,ARG,,,,AGRO BAYER S.R.L.,LOPEZ MONDO EDUARDO,,
7166,DK68T ARG,SORGO,GRANIFERO HIBRIDO,Sorghum bicolor,CE,2001-05-28,,,ARG,,,,AGRO BAYER S.R.L.,LOPEZ MONDO EDUARDO,,
7167,ATLAS,RAIGRAS ANUAL,,Lolium multiflorum Lam.,FO,2001-06-29,,,UN3,,,,BAREN BRUG USA,"CULLEN, TOMAS RAFAEL MARIA",,
7172,IKRAN,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2000-11-02,,,UN3,,,,NOVARTIS AGROSEM S.A,GASTALDI ESTEBAN,,
7173,PORTELA,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2000-11-02,,,UN3,,,,NOVARTIS AGROSEM S.A,GASTALDI ESTEBAN,,
7174,TITAN,LECHUGA,VARIEDAD,Lactuca sativa L.,HT,2001-07-31,,,NET,,,,NOVARTIS AGROSEM S.A,GASTALDI ESTEBAN,,
7175,TOPAZ,MANZANO,,Malus domestica Borkh,FR,2013-07-30,2013-07-30,2033-07-30,CZE,,,,INSTITUTE OF EXP. BOTANY,LOS ALAMOS DE ROSAUER S.A/J.E,Institute of Experimental Botany,LOS ALAMOS DE ROSAUER SOC ANON     AGROP IND INMOB Y COM 
7176,PARAISO 50,GIRASOL,HIBRIDO SIMPLE,Helianthus annuus L.,OL,2001-06-01,,,ARG,,,,COFCO INTERNATIONAL ARGENTINA S.A.,FIRPO ENRIQUE FRANCISCO,,
7178,CONCORDIA,TRIFOLIO,,Poncirus trifoliata (L.) Raf.,FR,2000-11-02,,,ARG,CIS,,,,,,
7179,SPS 9322,SORGO,GRANIFERO HIBRIDO,Sorghum bicolor,CE,2001-08-13,,,UN3,,,,CRIADERO SPS S.A.,GUILLERMO ARTURO SIMONE,,
7180,MIAMI,LECHUGA,VARIEDAD,Lactuca sativa L.,HT,2001-05-17,,,NET,,,,RIJK ZWAAN ARGENTINA S.A.,BRIZUELA FERNANDO MARTIN,,
7181,MALIBU,LECHUGA,VARIEDAD,Lactuca sativa L.,HT,2001-05-17,,,NET,,,,RIJK ZWAAN ARGENTINA S.A.,BRIZUELA FERNANDO MARTIN,,
7182,BRIGIDA,LECHUGA,VARIEDAD,Lactuca sativa L.,HT,2001-05-17,,,NET,,,,RIJK ZWAAN ARGENTINA S.A.,BRIZUELA FERNANDO MARTIN,,
7183,ROCCO,LECHUGA,VARIEDAD,Lactuca sativa L.,HT,2001-05-17,,,NET,,,,RIJK ZWAAN ARGENTINA S.A.,BRIZUELA FERNANDO MARTIN,,
7184,MADRAS,LECHUGA,VARIEDAD,Lactuca sativa L.,HT,2001-05-17,,,NET,,,,RIJK ZWAAN ARGENTINA S.A.,BRIZUELA FERNANDO MARTIN,,
7185,TORONTO,LECHUGA,VARIEDAD,Lactuca sativa L.,HT,2001-05-17,,,NET,,,,RIJK ZWAAN ARGENTINA S.A.,BRIZUELA FERNANDO MARTIN,,
7186,ADAL,LECHUGA,VARIEDAD,Lactuca sativa L.,HT,2001-05-17,,,NET,,,,RIJK ZWAAN ARGENTINA S.A.,BRIZUELA FERNANDO MARTIN,,
7191,POWERGRAY,ZAPALLITO ALARGADO DE TRONCO,HIBRIDO,Cucurbita pepo L.,HT,2001-06-29,,,UN3,,,,GARDE GIUSTI Y CHUCHUY S.A.,"GIUSTI, HUGO RICARDO",,
7192,MUNASQA,SOJA,,Glycine max (L.) Merrill,OL,2001-11-29,,,ARG,TR - VIII,MON-Ø4Ø32-6,Tolerancia a Glifosato,ESTACION EXPERIMENTAL AGRO INDUSTRIAL OBISPO COLOMBRES,FADDA GUILLERMO SALVADOR,,
7205,DF816,GIRASOL,HIBRIDO SIMPLE,Helianthus annuus L.,OL,2001-06-20,,,ARG,,,,CRIADERO MAISUR S.A.,SANCHEZ VICTOR MAURICIO,,
7206,ENCORE,MANDARINO,,Citrus deliciosa Ten.,FR,2000-11-02,,,,CIS,,,,,,
7207,BARSPIRIT - (BAR LW 6ABD),RAIGRAS ANUAL,,Lolium multiflorum Lam.,FO,2001-05-28,,,NET,,,,BARENBRUG HOLLAND B.V.,EDUARDO BAYLEY BUSTAMANTE,,
7208,BARTURBO,RAIGRAS ANUAL,,Lolium multiflorum Lam.,FO,2001-05-28,,,NET,,,,BARENBRUG HOLLAND B.V.,EDUARDO BAYLEY BUSTAMANTE,,
7210,CASTANO,POROTO,VARIEDAD,Phaseolus vulgaris L.,HT,2001-07-31,,,UN3,,,,NOVARTIS AGROSEM S.A,GASTALDI ESTEBAN,,
7211,AMBASSADOR,POROTO,VARIEDAD,Phaseolus vulgaris L.,HT,2001-07-31,,,UN3,,,,NOVARTIS AGROSEM S.A,GASTALDI ESTEBAN,,
7212,KEY II,ALFALFA,,Medicago sativa L.,FO,2002-07-04,,,UN3,V,,,GREAT PLAINS RESEARCH COMPANY,"CULLEN, TOMAS RAFAEL MARIA",,
7222,TJS 2049,SOJA,,Glycine max (L.) Merrill,OL,2003-12-19,,,ARG,IV - TR,MON-Ø4Ø32-6,Tolerancia a Glifosato,LA TIJERETA,CORREA HECTOR LUIS MARIA,,
7224,CHERIE,PAPA,VARIEDAD,Solanum tuberosum L.,HT,2006-07-28,,,FRA,,,,GERMICOPA BREEDING S.A.S.,RICCI LYDA,,
7225,JULIETTE,PAPA,VARIEDAD,Solanum tuberosum L.,HT,2006-07-28,,,FRA,,,,GERMICOPA BREEDING S.A.S.,CARLOS ANDRÉS MARTINO,,
7227,HELIO 250,GIRASOL,HIBRIDO SIMPLE,Helianthus annuus L.,OL,2001-05-17,,,ARG,,,,HELIANTHUS SRL,LUCIANI NESTOR DOMINGO,,
7240,AMARETO,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2001-05-17,,,ISR,,,,GARDE GIUSTI Y CHUCHUY S.A.,"GIUSTI, HUGO RICARDO",,
7241,CORAL HEAT,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2001-05-17,,,ISR,,,,GARDE GIUSTI Y CHUCHUY S.A.,"GIUSTI, HUGO RICARDO",,
7242,BLUSH,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2001-05-17,,,ISR,,,,GARDE GIUSTI Y CHUCHUY S.A.,GIUSTI HUGO RICARDO,,
7256,LUYTEN,GIRASOL,HIBRIDO SIMPLE,Helianthus annuus L.,OL,2001-06-27,,,ARG,,,,AGAR CROSS S.A.,ABAL RAFAEL ANGEL,,
7258,PROINTA PATRICIA,ALFALFA,,Medicago sativa L.,FO,2003-11-28,,,ARG,VII,,,INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA,RAGONESE MARIA ELENA,,
7259,PROINTA LUJAN,ALFALFA,,Medicago sativa L.,FO,2003-11-28,,,ARG,VI,,,INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA,RAGONESE MARIA ELENA,,
7261,EARLIBRITE,FRUTILLA,,Fragaria  x ananassa Duch.,HT,2001-08-17,,,UN3,,,,FLORIDA FOUNDATION SEED PRODUC,IGNACIO JORGE DE APELLANIZ,,
7262,DOMINO,RAIGRAS ANUAL,,Lolium multiflorum Lam.,FO,2001-06-29,,,DEN,,,,DLF - TRIFOLIUM AS SOCIEDAD EXTRANJERA,GAPP SEMILLAS S.A.,,
7263,ZORRO,RAIGRAS ANUAL,,Lolium multiflorum Lam.,FO,2004-11-05,,,DEN,,,,DLF - TRIFOLIUM AS SOCIEDAD EXTRANJERA,GAPP SEMILLAS S.A.,,
7264,TETRAMAX,RAIGRAS PERENNE,,Lolium perenne L.,FO,2001-07-19,,,DEN,,,,DLF - TRIFOLIUM AS SOCIEDAD EXTRANJERA,COLLAZO JOSE MARIA,,
7265,NAPOLEON,RAIGRAS PERENNE,,Lolium perenne L.,FO,2001-06-29,,,DEN,,,,DLF - TRIFOLIUM AS SOCIEDAD EXTRANJERA,AGROINVEST S.A.,,
7266,CENTURION,FESTUCA ALTA,,Festuca arundinacea Schreber,FO,2001-11-19,,,FRA,,,,AGRI OBTENTIONS SA,COLLAZO JOSE MARIA,,
7271,FIERRO PLUS INTA,CEBADILLA CRIOLLA,,Bromus catharticus Vahl.,FO,2001-06-20,,,ARG,,,,INST. NAC. TEC. AGROPECUARIA,RAGONESE MARIA ELENA,,
7272,BARINTA 200,CEBADILLA CRIOLLA,,Bromus catharticus Vahl.,FO,2001-06-20,,,ARG,,,,INST. NAC. TEC. AGROPECUARIA,RAGONESE MARIA ELENA,,
7274,FESTIVAL,FESTUCA ALTA,,Festuca arundinacea Schreber,FO,2001-11-29,,,UN3,,,,FFR COOPERATIVE,"CULLEN, TOMAS RAFAEL MARIA",,
7275,LIBUENO,RAIGRAS ANUAL,,Lolium multiflorum Lam.,FO,2002-10-09,,,GE,,,,DEUTSCHE SAATVEREDELUNG LIP.BR,"CULLEN, TOMAS RAFAEL MARIA",,
7276,LIGRACIA,RAIGRAS ANUAL,,Lolium multiflorum Lam.,FO,2002-10-09,,,UN3,,,,DEUTSCHE SAATVEREDELUNG LIP.BR,"CULLEN, TOMAS RAFAEL MARIA",,
7277,PASTORAL,RAIGRAS PERENNE,,Lolium perenne L.,FO,2001-09-06,,,UN3,,,,SOCIETE RAGT,"CULLEN, TOMAS RAFAEL MARIA",,
7278,POLLANUM II,RAIGRAS ANUAL,,Lolium multiflorum Lam.,FO,2002-10-09,,,GE,,,,DEUTSCHE SAATVEREDELUNG LIP.BR,"CULLEN, TOMAS RAFAEL MARIA",,
7281,PROZEA 33,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2001-09-26,,,ARG,,,,PRODUSEM S.A,BESANA HUGO OMAR,,
7284,CANDOMBE,ALFALFA,,Medicago sativa L.,FO,2001-11-19,,,UN3,VI,,,FORAGE GENETICS INTERNATIONAL,ROSSANIGO ROBERTO OSCAR,,
7285,VESTA,CEBOLLA,HIBRIDO,Allium cepa L.,HT,2001-05-17,,,NET,,,,GARDE GIUSTI Y CHUCHUY S.A.,"GIUSTI, HUGO RICARDO",,
7286,SAVANNAH,POROTO,VARIEDAD,Phaseolus vulgaris L.,HT,2001-05-17,,,UN3,,,,GARDE GIUSTI Y CHUCHUY S.A.,"GIUSTI, HUGO RICARDO",,
7287,RESOLUTE,FESTUCA ALTA,,Festuca arundinacea Schreber,FO,2007-12-04,,,NE2,,,,WRIGHTSON SEEDS LTD.,CARRERAS JUAN JOSE,,
7288,ADV-7001,ALFALFA,,Medicago sativa L.,FO,2001-11-07,,,UN3,IX,,,FORAGE GENETICS INC.,ROSSANIGO ROBERTO OSCAR,,
7290,RED BARON,CEBOLLA,VARIEDAD,Allium cepa L.,HT,2001-05-17,,,NET,,,,GARDE GIUSTI Y CHUCHUY S.A.,"GIUSTI, HUGO RICARDO",,
7291,BACANA,ALFALFA,,Medicago sativa L.,FO,2001-11-19,,,UN3,IX,,,FORAGE GENETICS ARGENTINA S.R.L.,ROSSANIGO ROBERTO OSCAR,,
7292,CHERESITA,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2002-06-28,,,NET,,,,SEMILLERIA FLORENSA S.A.,"FLORENSA, JORGE HECTOR",,
7293,KOYI,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2002-06-28,,,NET,,,,SEMILLERIA FLORENSA S.A.,"FLORENSA, JORGE HECTOR",,
7294,TRONEDA,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2002-06-28,,,NET,,,,SEMILLERIA FLORENSA S.A.,"FLORENSA, JORGE HECTOR",,
7295,BARLENNIUM,RAIGRAS PERENNE,,Lolium perenne L.,FO,2001-07-19,,,UN3,,,,BARENBRUG HOLLAND B.V.,EDUARDO BAYLEY BUSTAMANTE,,
7296,PREMIER II,RAIGRAS PERENNE,,Lolium perenne L.,FO,2001-07-19,,,UN3,,,,BARENBRUG HOLLAND B.V.,EDUARDO BAYLEY BUSTAMANTE,,
7297,PIROUETTE,RAIGRAS PERENNE,,Lolium perenne L.,FO,2001-07-19,,,UN3,,,,BARENBRUG HOLLAND B.V.,EDUARDO BAYLEY BUSTAMANTE,,
7298,PAMPERO,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2001-06-29,,,UN3,,,,SEMILLAS SEMINIS SUDAMERICA,LANGBEHN SEBASTIAN,,
7305,BARBALL,RAIGRAS PERENNE,,Lolium perenne L.,FO,2001-07-19,,,ARG,,,,BARENBRUG HOLLAND B.V.,FRANK BARENBRUG,,
7307,RONDA,LECHUGA,VARIEDAD,Lactuca sativa L.,HT,2001-05-28,,,NET,,,,RIJK ZWAAN ARGENTINA S.A.,BRIZUELA FERNANDO MARTIN,,
7308,DOMINO,LECHUGA,VARIEDAD,Lactuca sativa L.,HT,2001-05-28,,,NET,,,,RIJK ZWAAN ARGENTINA S.A.,BRIZUELA FERNANDO MARTIN,,
7310,R 711 (R 7-11),TABACO,,Nicotiana tabacum L.,CI,2001-06-20,,,UN3,,,,COOP.TABACALERA DE MISIONES LT,MURUNIAK DIEGO LORENZO,,
7311,BARCREDO,RAIGRAS PERENNE,,Lolium perenne L.,FO,2001-07-19,,,ARG,,,,BARENBRUG HOLLAND B.V.,FRANK BARENBRUG,,
7312,NATY,PIMIENTO,HIBRIDO,Capsicum annuum L.,HT,2002-07-25,,,FRA,,,,LAGRA S.A.,RAFFO GABRIEL ALBERTO,,
7313,SPT-TICAR,PAPA,VARIEDAD,Solanum tuberosum L.,HT,2020-12-22,2020-10-20,2040-10-20,ARG,TR,TIC-AR233-5,Resistencia a virosis.,CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS CONICET,VERONICA A. VACCALLUZZO,CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS CONICET,ZABALO MAMONDE MARIA DULCE
7316,REGENT,AGROSTIS,,Agrostis stolonifera L.,FO,2001-06-29,,,NET,,,,PALAVERSICH Y CIA. S.A.,BAYLEY EDUARDO,,
7317,BARCROWN,FESTUCA RUBRA,,Festuca rubra L.,FO,2001-06-29,,,NET,,,,PALAVERSICH Y CIA. S.A.,BAYLEY EDUARDO,,
7318,BARLEXAS,FESTUCA ALTA,,Festuca arundinacea Schreber,FO,2001-06-29,,,NET,,,,PALAVERSICH Y CIA. S.A.,BAYLEY EDUARDO,,
7319,DON ENRIQUE,CEBADILLA PEREN.,,Bromus parodii,FO,2001-08-06,,,ARG,,,,ENRIQUE O. DUCOS E HIJOS,DUCOS ENRIQUE OSCAR,,
7320,PAN 6003,MAIZ,HIBRIDO TRIPLE,Zea mays L.,CE,2001-07-19,,,SOU,,,,PANNAR RSA (PROP.) LIMIT ARG.,KUGLER MATIAS HUGO,,
7321,PAN 6046,MAIZ,HIBRIDO DOBLE,Zea mays L.,CE,2001-07-19,,,SOU,,,,PANNAR RSA (PROP.) LIMIT ARG.,KUGLER MATIAS HUGO,,
7322,PAN 6150,MAIZ,HIBRIDO DOBLE,Zea mays L.,CE,2001-07-19,,,SOU,,,,PANNAR RSA (PROP.) LIMIT ARG.,KUGLER MATIAS HUGO,,
7323,PAN 6148,MAIZ,HIBRIDO TRIPLE,Zea mays L.,CE,2001-07-19,,,SOU,,,,PANNAR RSA (PROP.) LIMIT ARG.,KUGLER MATIAS HUGO,,
7324,ALIA,ZAPALLITO ALARGADO DE TRONCO,HIBRIDO,Cucurbita pepo L.,HT,2002-06-28,,,FRA,,,,LAGRA S.A.,RAFFO GABRIEL ALBERTO,,
7325,BARLETTA,CEBOLLA,VARIEDAD,Allium cepa L.,HT,2001-08-13,,,FRA,,,,LAGRA S.A.,RAFFO GABRIEL ALBERTO,,
7329,CORFU,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2003-11-28,,,ITA,,,,GARDE GIUSTI Y CHUCHUY S.A.,"GIUSTI, HUGO RICARDO",,
7331,SPS 3.402,MAIZ,HIBRIDO TRIPLE,Zea mays L.,CE,2001-08-06,,,ARG,,,,PAU SEMILLAS S.A.,GERMINO ROBERTO,,
7332,SPS 3.904,MAIZ,HIBRIDO TRIPLE,Zea mays L.,CE,2001-08-06,,,ARG,,,,PAU SEMILLAS S.A.,GERMINO ROBERTO,,
7333,SPS 2.602,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2001-08-06,,,ARG,,,,PAU SEMILLAS S.A.,GERMINO ROBERTO,,
7334,SPS 2.720,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2001-08-06,,,ARG,,,,PAU SEMILLAS S.A.,GERMINO ROBERTO,,
7336,SW ECLIPSE,COLZA-CANOLA,HIBRIDO,Brassica napus L.,OL,2001-06-01,,,SWE,,,,LIMAGRAIN ARGENTINA SEMILLAS S.A.,CURT AKE HAGLUND,,
7337,CHALTEN GOLD,MAIZ,HIBRIDO TRIPLE,Zea mays L.,CE,2001-07-19,,,ARG,,,,NOVARTIS AGROSEM S.A,KIEKEBUSCH JUAN FRANCISCO,,
7343,PC 7222-1,CEREZO,,"Prunus avium(L.)L.,P.cerasus L.",FR,2012-11-01,2012-11-01,2032-11-01,UN3,,,,WASHINGTON STATE UNIVERSITY,LOS ALAMOS DE ROSAUER S.A/J.E,Washington State University,LOS ALAMOS DE ROSAUER SOC ANON     AGROP IND INMOB Y COM 
7344,PC 7146-23,CEREZO,,"Prunus avium(L.)L.,P.cerasus L.",FR,2012-11-01,2012-11-01,2032-11-01,UN3,,,,WASHINGTON STATE UNIVERSITY,LOS ALAMOS DE ROSAUER S.A/J.E,Washington State University,LOS ALAMOS DE ROSAUER SOC ANON     AGROP IND INMOB Y COM 
7345,PLARIONFRE,FRUTILLA,,Fragaria  x ananassa Duch.,HT,2002-09-19,,,SPA,,,,PLANTAS DE NAVARRA S.A .,ALONSO CARLOS ALBERTO,,
7346,MAGENTA,CEBOLLA,VARIEDAD,Allium cepa L.,HT,2003-05-08,,,ITA,,,,GARDE GIUSTI Y CHUCHUY S.A.,"GIUSTI, HUGO RICARDO",,
7347,DALI,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2001-11-07,,,SPA,,,,AGROLATINA SUDAMERICANA SRL,ALEJANDRO HECTOR SALINAS,,
7348,MIRO,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2001-11-07,,,SPA,,,,AGROLATINA SUDAMERICANA SRL,ALEJANDRO HECTOR SALINAS,,
7349,MIGUEL ANGEL,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2001-11-07,,,SPA,,,,AGROLATINA SUDAMERICANA SRL,ALEJANDRO HECTOR SALINAS,,
7350,MILLENNIUM,MELON,HIBRIDO,Cucumis melo L.,HT,2001-07-31,,,UN3,,,,SEMILLAS EMILIO S.R.L.,KRAMAROVSKY EMILIO,,
7354,PAN 7001,GIRASOL,HIBRIDO SIMPLE,Helianthus annuus L.,OL,2001-08-28,,,SOU,,,,PANNAR RSA (PROP.) LIMIT ARG.,KUGLER MATIAS HUGO,,
7356,RIO PAMPA,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2001-08-17,,,UN3,,,,SOUTH SEED S.A.,PAIVA MARCELO,,
7357,RED FALCON,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2001-08-17,,,UN3,,,,SOUTH SEED S.A.,PAIVA MARCELO,,
7358,SAN PABLO,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2001-08-17,,,UN3,,,,SOUTH SEED S.A.,PAIVA MARCELO,,
7359,GRAN PARANA,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2001-08-17,,,UN3,,,,SOUTH SEED S.A.,PAIVA MARCELO,,
7360,PLATINO 300,MAIZ,HIBRIDO TRIPLE,Zea mays L.,CE,2001-07-31,,,ARG,,,,HELIANTHUS SRL,LUCIANI NESTOR DOMINGO,,
7362,DAIRY MASTER,SORGO,FORRAJERO HIBRIDOS,Sorghum spp,FO,2001-09-26,,,UN3,,,,CRIADERO Y SEMILLERO DRUETTO,"DRUETTO, JACINTO",,
7363,AP 619,MAIZ,PISINGALLO/REVENTON HIBRIDO,Zea mays L.,HT,2001-08-24,,,UN3,,,,THE AGRICULTURAL ALUMNI SEED .,HYLAND SAMUEL PABLO ANTONIO,,
7364,32F07,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2001-10-29,,,ARG,TR,MON-ØØ81Ø-6,Resistencia a Lepidópteros ,PIONEER ARGENTINA S.R.L.,MARTIN TERESITA,,
7365,32F82,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2001-08-17,,,UN3,,,,PIONEER ARGENTINA S.R.L.,MARTIN TERESITA,,
7366,34B23,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2001-08-17,,,UN3,,,,PIONEER ARGENTINA S.R.L.,MARTIN TERESITA,,
7367,AM344,MAIZ,HIBRIDO TRIPLE,Zea mays L.,CE,2001-08-13,,,ARG,,,,ADVANTA SEMILLAS S.A.I.C.,,,
7368,MG-5,GIRASOL,HIBRIDO SIMPLE,Helianthus annuus L.,OL,2001-08-28,,,ARG,,,,MYCOYEN S.A,FONSECA EZEQUIEL ANGEL,,
7369,P 622,MAIZ,PISINGALLO/REVENTON HIBRIDO,Zea mays L.,HT,2001-08-24,,,UN3,,,,THE AGRICULTURAL ALUMNI SEED .,HYLAND SAMUEL PABLO ANTONIO,,
7370,TIMBO,SORGO,FORRAJERO HIBRIDOS,Sorghum spp,FO,2001-10-12,,,ARG,,,,TECNOSORGO S.A.,COLAPRETE DANIEL A.,,
7379,W 132,MAIZ,PISINGALLO/REVENTON VARIEDAD,Zea mays L.,HT,2001-09-11,,,ARG,,,,WEAVER POPCORN COMPANY S.A,CASAS SERGIO ERNESTO,,
7380,W 911,MAIZ,PISINGALLO/REVENTON HIBRIDO,Zea mays L.,HT,2001-09-11,,,ARG,,,,WEAVER POPCORN COMPANY S.A,CASAS SERGIO ERNESTO,,
7381,W 953,MAIZ,PISINGALLO/REVENTON HIBRIDO,Zea mays L.,HT,2001-09-11,,,ARG,,,,WEAVER POPCORN COMPANY S.A,CASAS SERGIO ERNESTO,,
7382,VENCEDOR,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2001-09-14,,,AUS,,,,SOUTH SEED S.A.,PAIVA MARCELO,,
7383,KAISER MG,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2001-08-13,,,ARG,TR,MON-ØØ81Ø-6,Resistencia a Lepidópteros ,LIMAGRAIN ARGENTINA SEMILLAS S.A.,CURT AKE HAGLUND,,
7384,ALBION MG,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2001-08-13,,,ARG,TR,MON-ØØ81Ø-6,Resistencia a Lepidópteros ,SURSEM SA,CURT AKE HAGLUND,,
7385,MIDAS MG,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2001-08-13,,,ARG,TR,MON-ØØ81Ø-6,Resistencia a Lepidópteros ,LIMAGRAIN ARGENTINA SEMILLAS S.A.,CURT AKE HAGLUND,,
